Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Puerto Rico;POS_PR;Demo 2;732;Discovery em Español;SD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;734;Animal Planet LA;SD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;735;Animal Planet US;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;742;History Andes;SD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;744;FYI;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;745;SyFy;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;746;Discovery Turbo;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;752;Discovery US;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;754;The Learning Channel;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;756;History Channel;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;760;TVE;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;762;Antena 3;SD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;764;HITN;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;768;BBC América;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;901;Music Choice Rock Hits;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;902;Music Choice 80s Rock;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;903;Music Choice Jazz Vocal Hits;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;904;Music Choice Country Hits;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;905;Music Choice New Age;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;906;Music Choice Funk;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;907;Music Choice 90s;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;908;Music Choice Blues;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;909;Music Choice Love Songs;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;910;Music Choice Musica Urbana;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;911;Music Choice R&B Classics;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;912;Music Choice Latin Jazz;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;913;Music Choice Soft Rock;Audio;Audio;Si
Puerto Rico;POS_PR;Demo 2;914;Music Choice Rap;Audio;Audio;Si
