Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Peru;Abono Mensual;Oro HD L1Max 1D;1195;Panamericana Television HD;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1196;ATV MAS;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1197;TV Perú HD;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1198;Global HD;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1199;ATV 9 HD;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1204;Star Channel HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1206;Warner Channel HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1207;A&E Mundo HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1208;Sony HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1209;AXN HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1210;AMC HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1213;TNT Series HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1214;Atres HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1215;Comedy Central HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1217;FX HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1218;Universal TV HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1219;SyFy HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1221;Hola TV HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1222;E! Entertainment HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1223;Investigation Discovery (ID) HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1228;Lifetime HD;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1229;Discovery Home & Health HD;HD;Variedades;Si
